title,authors,abstract,categories,published,clean_abstract,cluster,cluster_topic
EVA-Net: Interpretable Brain Age Prediction via Continuous Aging Prototypes from EEG,"Kunyu Zhang, Mingxuan Wang, Xiangjie Shi, Haoxing Xu, Chao Zhang","The brain age is a key indicator of brain health. While electroencephalography (EEG) is a practical tool for this task, existing models struggle with the common challenge of imperfect medical data, such as learning a ``normal'' baseline from weakly supervised, healthy-only cohorts. This is a critical anomaly detection task for identifying disease, but standard models are often black boxes lacking an interpretable structure. We propose EVA-Net, a novel framework that recasts brain age as an interpretable anomaly detection problem. EVA-Net uses an efficient, sparsified-attention Transformer to model long EEG sequences. To handle noise and variability in imperfect data, it employs a Variational Information Bottleneck to learn a robust, compressed representation. For interpretability, this representation is aligned to a continuous prototype network that explicitly learns the normative healthy aging manifold. Trained on 1297 healthy subjects, EVA-Net achieves state-of-the-art accuracy. We validated its anomaly detection capabilities on an unseen cohort of 27 MCI and AD patients. This pathological group showed significantly higher brain-age gaps and a novel Prototype Alignment Error, confirming their deviation from the healthy manifold. EVA-Net provides an interpretable framework for healthcare intelligence using imperfect medical data.",cs.LG,2025-11-19 12:39:19+00:00,brain age key indicator brain health electroencephalography eeg practical tool task existing model struggle common challenge imperfect medical data learning normal baseline weakly supervised healthyonly cohort critical anomaly detection task identifying disease standard model often black box lacking interpretable structure propose evanet novel framework recasts brain age interpretable anomaly detection problem evanet us efficient sparsifiedattention transformer model long eeg sequence handle noise variability imperfect data employ variational information bottleneck learn robust compressed representation interpretability representation aligned continuous prototype network explicitly learns normative healthy aging manifold trained 1297 healthy subject evanet achieves stateoftheart accuracy validated anomaly detection capability unseen cohort 27 mci ad patient pathological group showed significantly higher brainage gap novel prototype alignment error confirming deviation healthy manifold evanet provides interpretable framework healthcare intelligence using imperfect medical data,0,"ultrasound, elastography"
Breaking Expert Knowledge Limits: Self-Pruning for Large Language Models,"Haidong Kang, Lihong Lin, Enneng Yang, Hongning Dai, Hao Wang","Large language models (LLMs) have achieved remarkable performance on a wide range of tasks, hindering real-world deployment due to their massive size. Existing pruning methods (e.g., Wanda) tailored for LLMs rely heavily on manual design pruning algorithms, thereby leading to \textit{huge labor costs} and \textit{requires expert knowledge}. Furthermore, we are the first to identify the serious \textit{outlier value issue} behind dramatic performance degradation under high pruning ratios that are caused by uniform sparsity, raising an additional concern about how to design adaptive pruning sparsity ideal for LLMs. Can LLMs prune by themselves? In this work, we introduce an affirmative answer by proposing a novel pruning method called \textbf{AutoPrune}, which first overcomes expert knowledge limits by leveraging LLMs to design optimal pruning algorithms for themselves automatically without any expert knowledge. Specifically, to mitigate the black-box nature of LLMs, we propose a Graph-driven Chain-of-Thought (GCoT) to optimize prompts, significantly enhancing the reasoning process in learning the pruning algorithm and enabling us to generate pruning algorithms with superior performance and interpretability in the next generation. Finally, grounded in insights of outlier value issue, we introduce Skew-aware Dynamic Sparsity Allocation (SDSA) to overcome the outlier value issue, mitigating performance degradation under high pruning ratios. We conduct extensive experiments on mainstream LLMs benchmarks, demonstrating the superiority of AutoPrune, which consistently excels state-of-the-art competitors. The code is available at: https://anonymous.4open.science/r/AutoPrune.",cs.CV,2025-11-19 12:38:21+00:00,large language model llm achieved remarkable performance wide range task hindering realworld deployment due massive size existing pruning method eg wanda tailored llm rely heavily manual design pruning algorithm thereby leading textithuge labor cost textitrequires expert knowledge furthermore first identify serious textitoutlier value issue behind dramatic performance degradation high pruning ratio caused uniform sparsity raising additional concern design adaptive pruning sparsity ideal llm llm prune work introduce affirmative answer proposing novel pruning method called textbfautoprune first overcomes expert knowledge limit leveraging llm design optimal pruning algorithm automatically without expert knowledge specifically mitigate blackbox nature llm propose graphdriven chainofthought gcot optimize prompt significantly enhancing reasoning process learning pruning algorithm enabling u generate pruning algorithm superior performance interpretability next generation finally grounded insight outlier value issue introduce skewaware dynamic sparsity allocation sdsa overcome outlier value issue mitigating performance degradation high pruning ratio conduct extensive experiment mainstream llm benchmark demonstrating superiority autoprune consistently excels stateoftheart competitor code available httpsanonymous4opensciencerautoprune,5,"tokenisation, tokenisers"
Zero-Shot Open-Vocabulary Human Motion Grounding with Test-Time Training,"Yunjiao Zhou, Xinyan Chen, Junlang Qian, Lihua Xie, Jianfei Yang","Understanding complex human activities demands the ability to decompose motion into fine-grained, semantic-aligned sub-actions. This motion grounding process is crucial for behavior analysis, embodied AI and virtual reality. Yet, most existing methods rely on dense supervision with predefined action classes, which are infeasible in open-vocabulary, real-world settings. In this paper, we propose ZOMG, a zero-shot, open-vocabulary framework that segments motion sequences into semantically meaningful sub-actions without requiring any annotations or fine-tuning. Technically, ZOMG integrates (1) language semantic partition, which leverages large language models to decompose instructions into ordered sub-action units, and (2) soft masking optimization, which learns instance-specific temporal masks to focus on frames critical to sub-actions, while maintaining intra-segment continuity and enforcing inter-segment separation, all without altering the pretrained encoder. Experiments on three motion-language datasets demonstrate state-of-the-art effectiveness and efficiency of motion grounding performance, outperforming prior methods by +8.7\% mAP on HumanML3D benchmark. Meanwhile, significant improvements also exist in downstream retrieval, establishing a new paradigm for annotation-free motion understanding.",cs.CV,2025-11-19 12:11:36+00:00,understanding complex human activity demand ability decompose motion finegrained semanticaligned subactions motion grounding process crucial behavior analysis embodied ai virtual reality yet existing method rely dense supervision predefined action class infeasible openvocabulary realworld setting paper propose zomg zeroshot openvocabulary framework segment motion sequence semantically meaningful subactions without requiring annotation finetuning technically zomg integrates 1 language semantic partition leverage large language model decompose instruction ordered subaction unit 2 soft masking optimization learns instancespecific temporal mask focus frame critical subactions maintaining intrasegment continuity enforcing intersegment separation without altering pretrained encoder experiment three motionlanguage datasets demonstrate stateoftheart effectiveness efficiency motion grounding performance outperforming prior method 87 map humanml3d benchmark meanwhile significant improvement also exist downstream retrieval establishing new paradigm annotationfree motion understanding,9,"visionlanguageaction, geolocalization"
Terra Nova: A Comprehensive Challenge Environment for Intelligent Agents,Trevor McInroe,"We introduce Terra Nova, a new comprehensive challenge environment (CCE) for reinforcement learning (RL) research inspired by Civilization V. A CCE is a single environment in which multiple canonical RL challenges (e.g., partial observability, credit assignment, representation learning, enormous action spaces, etc.) arise simultaneously. Mastery therefore demands integrated, long-horizon understanding across many interacting variables. We emphasize that this definition excludes challenges that only aggregate unrelated tasks in independent, parallel streams (e.g., learning to play all Atari games at once). These aggregated multitask benchmarks primarily asses whether an agent can catalog and switch among unrelated policies rather than test an agent's ability to perform deep reasoning across many interacting challenges.",cs.AI,2025-11-19 12:10:10+00:00,introduce terra nova new comprehensive challenge environment cce reinforcement learning rl research inspired civilization v cce single environment multiple canonical rl challenge eg partial observability credit assignment representation learning enormous action space etc arise simultaneously mastery therefore demand integrated longhorizon understanding across many interacting variable emphasize definition excludes challenge aggregate unrelated task independent parallel stream eg learning play atari game aggregated multitask benchmark primarily ass whether agent catalog switch among unrelated policy rather test agent ability perform deep reasoning across many interacting challenge,9,"visionlanguageaction, geolocalization"
QSentry: Backdoor Detection for Quantum Neural Networks via Measurement Clustering,"Shuolei Wang, Zimeng Xiao, Jinjing Shi, Heyuan Shi, Shichao Zhang, Xuelong Li","Quantum neural networks (QNNs) are an important model for implementing quantum machine learning (QML), while they demonstrate a high degree of vulnerability to backdoor attacks similar to classical networks. To address this issue, a quantum backdoor attack detection framework called QSentry is proposed, in which a quantum Measurement Clustering method is introduced to detect backdoors by identifying statistical anomalies in measurement outputs. It is demonstrated that QSentry can effectively detect anomalous distributions induced by backdoor samples with extensive experiments. It achieves a 75.8% F1 score even under a 1% poisoning rate, and further improves to 85.7% and 93.2% as the poisoning rate increases to 5% and 10%, respectively. The integration of silhouette coefficients and relative cluster size enable QSentry to precisely isolate backdoor samples, yielding estimates that closely match actual poisoning ratios. Evaluations under various quantum attack scenarios demonstrate that QSentry delivers superior robustness and accuracy compared with three state-of-the-art detection methods. This work establishes a practical and effective framework for mitigating backdoor threats in QML.",quant-ph,2025-11-19 12:08:11+00:00,quantum neural network qnns important model implementing quantum machine learning qml demonstrate high degree vulnerability backdoor attack similar classical network address issue quantum backdoor attack detection framework called qsentry proposed quantum measurement clustering method introduced detect backdoor identifying statistical anomaly measurement output demonstrated qsentry effectively detect anomalous distribution induced backdoor sample extensive experiment achieves 758 f1 score even 1 poisoning rate improves 857 932 poisoning rate increase 5 10 respectively integration silhouette coefficient relative cluster size enable qsentry precisely isolate backdoor sample yielding estimate closely match actual poisoning ratio evaluation various quantum attack scenario demonstrate qsentry delivers superior robustness accuracy compared three stateoftheart detection method work establishes practical effective framework mitigating backdoor threat qml,6,"qml, higgs"
Parameter Importance-Driven Continual Learning for Foundation Models,"Lingxiang Wang, Hainan Zhang, Zhiming Zheng","Domain-specific post-training often causes catastrophic forgetting, making foundation models lose their general reasoning ability and limiting their adaptability to dynamic real-world environments. Preserving general capabilities while acquiring downstream domain knowledge is a central challenge for large language and multimodal models. Traditional continual learning methods, such as regularization, replay and architectural isolation, suffer from poor downstream performance, reliance on inaccessible historical data, or additional parameter overhead. While recent parameter-efficient tuning (PET) methods can alleviate forgetting, their effectiveness strongly depends on the choice of parameters and update strategies. In this paper, we introduce PIECE, a Parameter Importance Estimation-based Continual Enhancement method that preserves general ability while efficiently learning domain knowledge without accessing prior training data or increasing model parameters. PIECE selectively updates only 0.1% of core parameters most relevant to new tasks, guided by two importance estimators: PIECE-F based on Fisher Information, and PIECE-S based on a second-order normalization that combines gradient and curvature information. Experiments across three language models and two multimodal models show that PIECE maintains general capabilities and achieves state-of-the-art continual learning performance across diverse downstream tasks. Our results highlight a practical path to scalable, domain-adaptive foundation models without catastrophic forgetting.","cs.LG, cs.AI",2025-11-19 12:07:53+00:00,domainspecific posttraining often cause catastrophic forgetting making foundation model lose general reasoning ability limiting adaptability dynamic realworld environment preserving general capability acquiring downstream domain knowledge central challenge large language multimodal model traditional continual learning method regularization replay architectural isolation suffer poor downstream performance reliance inaccessible historical data additional parameter overhead recent parameterefficient tuning pet method alleviate forgetting effectiveness strongly depends choice parameter update strategy paper introduce piece parameter importance estimationbased continual enhancement method preserve general ability efficiently learning domain knowledge without accessing prior training data increasing model parameter piece selectively update 01 core parameter relevant new task guided two importance estimator piecef based fisher information piece based secondorder normalization combine gradient curvature information experiment across three language model two multimodal model show piece maintains general capability achieves stateoftheart continual learning performance across diverse downstream task result highlight practical path scalable domainadaptive foundation model without catastrophic forgetting,4,"forgetting, memoryintensive"
Judicial Sentencing Prediction Based on Hybrid Models and Two-Stage Learning Algorithms,"Ruifen Dai, Xin Zheng, Fang Wang, Lei Guo","The investigation of legal judgment prediction (LJP), such as sentencing prediction, has attracted broad attention for its potential to promote judicial fairness, making the accuracy and reliability of its computation result an increasingly critical concern. In view of this, we present a new sentencing model that shares both legal logic interpretability and strong prediction capability by introducing a two-stage learning algorithm. Specifically, we first construct a hybrid model that synthesizes a mechanism model based on the main factors for sentencing with a neural network modeling possible uncertain features. We then propose a two-stage learning algorithm: First, an adaptive stochastic gradient (ASG) algorithm is used to get good estimates for the unknown parameters in the mechanistic component of the hybrid model. Then, the Adam optimizer tunes all parameters to enhance the predictive performance of the entire hybrid model. The asymptotic convergence of the ASG-based adaptive predictor is established without requiring any excitation data conditions, thereby providing a good initial parameter estimate for prediction. Based on this, the fast-converging Adam optimizer further refines the parameters to enhance overall prediction accuracy. Experiments on a real-world dataset of intentional injury cases in China show that our new hybrid model combined with our two-stage ASG-Adam algorithm, outperforms the existing related methods in sentencing prediction performance, including those based on neural networks and saturated mechanism models.",math.DS,2025-11-19 12:00:45+00:00,investigation legal judgment prediction ljp sentencing prediction attracted broad attention potential promote judicial fairness making accuracy reliability computation result increasingly critical concern view present new sentencing model share legal logic interpretability strong prediction capability introducing twostage learning algorithm specifically first construct hybrid model synthesizes mechanism model based main factor sentencing neural network modeling possible uncertain feature propose twostage learning algorithm first adaptive stochastic gradient asg algorithm used get good estimate unknown parameter mechanistic component hybrid model adam optimizer tune parameter enhance predictive performance entire hybrid model asymptotic convergence asgbased adaptive predictor established without requiring excitation data condition thereby providing good initial parameter estimate prediction based fastconverging adam optimizer refines parameter enhance overall prediction accuracy experiment realworld dataset intentional injury case china show new hybrid model combined twostage asgadam algorithm outperforms existing related method sentencing prediction performance including based neural network saturated mechanism model,5,"tokenisation, tokenisers"
CID: Measuring Feature Importance Through Counterfactual Distributions,"Eddie Conti, Álvaro Parafita, Axel Brando","Assessing the importance of individual features in Machine Learning is critical to understand the model's decision-making process. While numerous methods exist, the lack of a definitive ground truth for comparison highlights the need for alternative, well-founded measures. This paper introduces a novel post-hoc local feature importance method called Counterfactual Importance Distribution (CID). We generate two sets of positive and negative counterfactuals, model their distributions using Kernel Density Estimation, and rank features based on a distributional dissimilarity measure. This measure, grounded in a rigorous mathematical framework, satisfies key properties required to function as a valid metric. We showcase the effectiveness of our method by comparing with well-established local feature importance explainers. Our method not only offers complementary perspectives to existing approaches, but also improves performance on faithfulness metrics (both for comprehensiveness and sufficiency), resulting in more faithful explanations of the system. These results highlight its potential as a valuable tool for model analysis.",cs.LG,2025-11-19 11:57:59+00:00,assessing importance individual feature machine learning critical understand model decisionmaking process numerous method exist lack definitive ground truth comparison highlight need alternative wellfounded measure paper introduces novel posthoc local feature importance method called counterfactual importance distribution cid generate two set positive negative counterfactuals model distribution using kernel density estimation rank feature based distributional dissimilarity measure measure grounded rigorous mathematical framework satisfies key property required function valid metric showcase effectiveness method comparing wellestablished local feature importance explainers method offer complementary perspective existing approach also improves performance faithfulness metric comprehensiveness sufficiency resulting faithful explanation system result highlight potential valuable tool model analysis,5,"tokenisation, tokenisers"
The Empowerment of Science of Science by Large Language Models: New Tools and Methods,"Guoqiang Liang, Jingqian Gong, Mengxuan Li, Gege Lin, Shuo Zhang","Large language models (LLMs) have exhibited exceptional capabilities in natural language understanding and generation, image recognition, and multimodal tasks, charting a course towards AGI and emerging as a central issue in the global technological race. This manuscript conducts a comprehensive review of the core technologies that support LLMs from a user standpoint, including prompt engineering, knowledge-enhanced retrieval augmented generation, fine tuning, pretraining, and tool learning. Additionally, it traces the historical development of Science of Science (SciSci) and presents a forward looking perspective on the potential applications of LLMs within the scientometric domain. Furthermore, it discusses the prospect of an AI agent based model for scientific evaluation, and presents new research fronts detection and knowledge graph building methods with LLMs.","cs.CL, cs.AI",2025-11-19 11:57:22+00:00,large language model llm exhibited exceptional capability natural language understanding generation image recognition multimodal task charting course towards agi emerging central issue global technological race manuscript conduct comprehensive review core technology support llm user standpoint including prompt engineering knowledgeenhanced retrieval augmented generation fine tuning pretraining tool learning additionally trace historical development science science scisci present forward looking perspective potential application llm within scientometric domain furthermore discusses prospect ai agent based model scientific evaluation present new research front detection knowledge graph building method llm,1,"rescuelens, volunteer"
Fidelity-Preserving Quantum Encoding for Quantum Neural Networks,"Yuhu Lu, Jinjing Shi","Efficiently encoding classical visual data into quantum states is essential for realizing practical quantum neural networks (QNNs). However, existing encoding schemes often discard spatial and semantic information when adapting high-dimensional images to the limited qubits of Noisy Intermediate-Scale Quantum (NISQ) devices. We propose a Fidelity-Preserving Quantum Encoding (FPQE) framework that performs near lossless data compression and quantum encoding. FPQE employs a convolutional encoder-decoder to learn compact multi-channel representations capable of reconstructing the original data with high fidelity, which are then mapped into quantum states through amplitude encoding. Experimental results show that FPQE performs comparably to conventional methods on simple datasets such as MNIST, while achieving clear improvements on more complex ones, outperforming PCA and pruning based encodings by up to 10.2\% accuracy on Cifar-10. The performance gain grows with data complexity, demonstrating FPQE's ability to preserve high-level structural information across diverse visual domains. By maintaining fidelity during classical to quantum transformation, FPQE establishes a scalable and hardware efficient foundation for high-quality quantum representation learning.",quant-ph,2025-11-19 11:44:39+00:00,efficiently encoding classical visual data quantum state essential realizing practical quantum neural network qnns however existing encoding scheme often discard spatial semantic information adapting highdimensional image limited qubits noisy intermediatescale quantum nisq device propose fidelitypreserving quantum encoding fpqe framework performs near lossless data compression quantum encoding fpqe employ convolutional encoderdecoder learn compact multichannel representation capable reconstructing original data high fidelity mapped quantum state amplitude encoding experimental result show fpqe performs comparably conventional method simple datasets mnist achieving clear improvement complex one outperforming pca pruning based encoding 102 accuracy cifar10 performance gain grows data complexity demonstrating fpqes ability preserve highlevel structural information across diverse visual domain maintaining fidelity classical quantum transformation fpqe establishes scalable hardware efficient foundation highquality quantum representation learning,6,"qml, higgs"
Platform-Agnostic Reinforcement Learning Framework for Safe Exploration of Cluttered Environments with Graph Attention,"Gabriele Calzolari, Vidya Sumathy, Christoforos Kanellakis, George Nikolakopoulos","Autonomous exploration of obstacle-rich spaces requires strategies that ensure efficiency while guaranteeing safety against collisions with obstacles. This paper investigates a novel platform-agnostic reinforcement learning framework that integrates a graph neural network-based policy for next-waypoint selection, with a safety filter ensuring safe mobility. Specifically, the neural network is trained using reinforcement learning through the Proximal Policy Optimization (PPO) algorithm to maximize exploration efficiency while minimizing safety filter interventions. Henceforth, when the policy proposes an infeasible action, the safety filter overrides it with the closest feasible alternative, ensuring consistent system behavior. In addition, this paper introduces a reward function shaped by a potential field that accounts for both the agent's proximity to unexplored regions and the expected information gain from reaching them. The proposed framework combines the adaptability of reinforcement learning-based exploration policies with the reliability provided by explicit safety mechanisms. This feature plays a key role in enabling the deployment of learning-based policies on robotic platforms operating in real-world environments. Extensive evaluations in both simulations and experiments performed in a lab environment demonstrate that the approach achieves efficient and safe exploration in cluttered spaces.",cs.RO,2025-11-19 11:37:01+00:00,autonomous exploration obstaclerich space requires strategy ensure efficiency guaranteeing safety collision obstacle paper investigates novel platformagnostic reinforcement learning framework integrates graph neural networkbased policy nextwaypoint selection safety filter ensuring safe mobility specifically neural network trained using reinforcement learning proximal policy optimization ppo algorithm maximize exploration efficiency minimizing safety filter intervention henceforth policy proposes infeasible action safety filter override closest feasible alternative ensuring consistent system behavior addition paper introduces reward function shaped potential field account agent proximity unexplored region expected information gain reaching proposed framework combine adaptability reinforcement learningbased exploration policy reliability provided explicit safety mechanism feature play key role enabling deployment learningbased policy robotic platform operating realworld environment extensive evaluation simulation experiment performed lab environment demonstrate approach achieves efficient safe exploration cluttered space,9,"visionlanguageaction, geolocalization"
Cost-Aware Prediction (CAP): An LLM-Enhanced Machine Learning Pipeline and Decision Support System for Heart Failure Mortality Prediction,"Yinan Yu, Falk Dippel, Christina E. Lundberg, Martin Lindgren, Annika Rosengren, Martin Adiels, Helen Sjöland","Objective: Machine learning (ML) predictive models are often developed without considering downstream value trade-offs and clinical interpretability. This paper introduces a cost-aware prediction (CAP) framework that combines cost-benefit analysis assisted by large language model (LLM) agents to communicate the trade-offs involved in applying ML predictions. Materials and Methods: We developed an ML model predicting 1-year mortality in patients with heart failure (N = 30,021, 22% mortality) to identify those eligible for home care. We then introduced clinical impact projection (CIP) curves to visualize important cost dimensions - quality of life and healthcare provider expenses, further divided into treatment and error costs, to assess the clinical consequences of predictions. Finally, we used four LLM agents to generate patient-specific descriptions. The system was evaluated by clinicians for its decision support value. Results: The eXtreme gradient boosting (XGB) model achieved the best performance, with an area under the receiver operating characteristic curve (AUROC) of 0.804 (95% confidence interval (CI) 0.792-0.816), area under the precision-recall curve (AUPRC) of 0.529 (95% CI 0.502-0.558) and a Brier score of 0.135 (95% CI 0.130-0.140). Discussion: The CIP cost curves provided a population-level overview of cost composition across decision thresholds, whereas LLM-generated cost-benefit analysis at individual patient-levels. The system was well received according to the evaluation by clinicians. However, feedback emphasizes the need to strengthen the technical accuracy for speculative tasks. Conclusion: CAP utilizes LLM agents to integrate ML classifier outcomes and cost-benefit analysis for more transparent and interpretable decision support.",cs.LG,2025-11-19 11:34:47+00:00,objective machine learning ml predictive model often developed without considering downstream value tradeoff clinical interpretability paper introduces costaware prediction cap framework combine costbenefit analysis assisted large language model llm agent communicate tradeoff involved applying ml prediction material method developed ml model predicting 1year mortality patient heart failure n 30021 22 mortality identify eligible home care introduced clinical impact projection cip curve visualize important cost dimension quality life healthcare provider expense divided treatment error cost assess clinical consequence prediction finally used four llm agent generate patientspecific description system evaluated clinician decision support value result extreme gradient boosting xgb model achieved best performance area receiver operating characteristic curve auroc 0804 95 confidence interval ci 07920816 area precisionrecall curve auprc 0529 95 ci 05020558 brier score 0135 95 ci 01300140 discussion cip cost curve provided populationlevel overview cost composition across decision threshold whereas llmgenerated costbenefit analysis individual patientlevels system well received according evaluation clinician however feedback emphasizes need strengthen technical accuracy speculative task conclusion cap utilizes llm agent integrate ml classifier outcome costbenefit analysis transparent interpretable decision support,0,"ultrasound, elastography"
Multi-layer Stack Ensembles for Time Series Forecasting,"Nathanael Bosch, Oleksandr Shchur, Nick Erickson, Michael Bohlke-Schneider, Caner Türkmen","Ensembling is a powerful technique for improving the accuracy of machine learning models, with methods like stacking achieving strong results in tabular tasks. In time series forecasting, however, ensemble methods remain underutilized, with simple linear combinations still considered state-of-the-art. In this paper, we systematically explore ensembling strategies for time series forecasting. We evaluate 33 ensemble models -- both existing and novel -- across 50 real-world datasets. Our results show that stacking consistently improves accuracy, though no single stacker performs best across all tasks. To address this, we propose a multi-layer stacking framework for time series forecasting, an approach that combines the strengths of different stacker models. We demonstrate that this method consistently provides superior accuracy across diverse forecasting scenarios. Our findings highlight the potential of stacking-based methods to improve AutoML systems for time series forecasting.",cs.LG,2025-11-19 11:21:00+00:00,ensembling powerful technique improving accuracy machine learning model method like stacking achieving strong result tabular task time series forecasting however ensemble method remain underutilized simple linear combination still considered stateoftheart paper systematically explore ensembling strategy time series forecasting evaluate 33 ensemble model existing novel across 50 realworld datasets result show stacking consistently improves accuracy though single stacker performs best across task address propose multilayer stacking framework time series forecasting approach combine strength different stacker model demonstrate method consistently provides superior accuracy across diverse forecasting scenario finding highlight potential stackingbased method improve automl system time series forecasting,3,"equipment, evi"
Fast Post-Hoc Confidence Fusion for 3-Class Open-Set Aerial Object Detection,"Spyridon Loukovitis, Vasileios Karampinis, Athanasios Voulodimos","Developing reliable UAV navigation systems requires robust air-to-air object detectors capable of distinguishing between objects seen during training and previously unseen objects. While many methods address closed-set detection and achieve high-confidence recognition of in-domain (ID) targets, they generally do not tackle open-set detection, which requires simultaneous handling of both ID and out-of-distribution (OOD) objects. Existing open-set approaches typically rely on a single uncertainty score with thresholding, limiting flexibility and often conflating OOD objects with background clutter. In contrast, we propose a lightweight, model-agnostic post-processing framework that explicitly separates background from unknown objects while preserving the base detector's performance. Our approach extends open-set detection beyond binary ID/OOD classification to real-time three-way classification among ID targets, OOD objects, and background. To this end, we employ a fusion scheme that aggregates multiple confidence estimates and per-detection features using a compact multilayer perceptron (MLP). Incorporating different logit variants into the MLP consistently enhances performance across both binary and three-class classification without compromising throughput. Extensive ablation and comparative experiments confirm that our method surpasses threshold-based baselines in two-class classification by an average of 2.7% AUROC, while retaining or improving open-set mAP. Furthermore, our study uniquely enables robust three-class classification, a critical capability for safe UAV navigation, where OOD objects must be actively avoided and background regions safely ignored. Comparative analysis highlights that our method surpasses competitive techniques in AUROC across datasets, while improving closed-set mAP by up to 9 points, an 18% relative gain.","cs.CV, cs.LG, cs.RO",2025-11-19 11:03:47+00:00,developing reliable uav navigation system requires robust airtoair object detector capable distinguishing object seen training previously unseen object many method address closedset detection achieve highconfidence recognition indomain id target generally tackle openset detection requires simultaneous handling id outofdistribution ood object existing openset approach typically rely single uncertainty score thresholding limiting flexibility often conflating ood object background clutter contrast propose lightweight modelagnostic postprocessing framework explicitly separate background unknown object preserving base detector performance approach extends openset detection beyond binary idood classification realtime threeway classification among id target ood object background end employ fusion scheme aggregate multiple confidence estimate perdetection feature using compact multilayer perceptron mlp incorporating different logit variant mlp consistently enhances performance across binary threeclass classification without compromising throughput extensive ablation comparative experiment confirm method surpasses thresholdbased baseline twoclass classification average 27 auroc retaining improving openset map furthermore study uniquely enables robust threeclass classification critical capability safe uav navigation ood object must actively avoided background region safely ignored comparative analysis highlight method surpasses competitive technique auroc across datasets improving closedset map 9 point 18 relative gain,5,"tokenisation, tokenisers"
"Reflexive Evidence-Based Multimodal Learning for Clean Energy Transitions: Causal Insights on Cooking Fuel Access, Urbanization, and Carbon Emissions",Shan Shan,"Achieving Sustainable Development Goal 7 (Affordable and Clean Energy) requires not only technological innovation but also a deeper understanding of the socioeconomic factors influencing energy access and carbon emissions. While these factors are gaining attention, critical questions remain, particularly regarding how to quantify their impacts on energy systems, model their cross-domain interactions, and capture feedback dynamics in the broader context of energy transitions. To address these gaps, this study introduces ClimateAgents, an AI-based framework that combines large language models with domain-specialized agents to support hypothesis generation and scenario exploration. Leveraging 20 years of socioeconomic and emissions data from 265 economies, countries and regions, and 98 indicators drawn from the World Bank database, the framework applies a machine learning based causal inference approach to identify key determinants of carbon emissions in an evidence-based, data driven manner. The analysis highlights three primary drivers: access to clean cooking fuels in rural areas, access to clean cooking fuels in urban areas, and the percentage of population living in urban areas. These findings underscore the critical role of clean cooking technologies and urbanization patterns in shaping emission outcomes. In line with growing calls for evidence-based AI policy, ClimateAgents offers a modular and reflexive learning system that supports the generation of credible and actionable insights for policy. By integrating heterogeneous data modalities, including structured indicators, policy documents, and semantic reasoning, the framework contributes to adaptive policymaking infrastructures that can evolve with complex socio-technical challenges. This approach aims to support a shift from siloed modeling to reflexive, modular systems designed for dynamic, context-aware climate action.","cs.HC, cs.AI",2025-11-19 11:02:41+00:00,achieving sustainable development goal 7 affordable clean energy requires technological innovation also deeper understanding socioeconomic factor influencing energy access carbon emission factor gaining attention critical question remain particularly regarding quantify impact energy system model crossdomain interaction capture feedback dynamic broader context energy transition address gap study introduces climateagents aibased framework combine large language model domainspecialized agent support hypothesis generation scenario exploration leveraging 20 year socioeconomic emission data 265 economy country region 98 indicator drawn world bank database framework applies machine learning based causal inference approach identify key determinant carbon emission evidencebased data driven manner analysis highlight three primary driver access clean cooking fuel rural area access clean cooking fuel urban area percentage population living urban area finding underscore critical role clean cooking technology urbanization pattern shaping emission outcome line growing call evidencebased ai policy climateagents offer modular reflexive learning system support generation credible actionable insight policy integrating heterogeneous data modality including structured indicator policy document semantic reasoning framework contributes adaptive policymaking infrastructure evolve complex sociotechnical challenge approach aim support shift siloed modeling reflexive modular system designed dynamic contextaware climate action,1,"rescuelens, volunteer"
From Machine Learning Documentation to Requirements: Bridging Processes with Requirements Languages,"Yi Peng, Hans-Martin Heyn, Jennifer Horkoff","In software engineering processes for machine learning (ML)-enabled systems, integrating and verifying ML components is a major challenge. A prerequisite is the specification of ML component requirements, including models and data, an area where traditional requirements engineering (RE) processes face new obstacles. An underexplored source of RE-relevant information in this context is ML documentation such as ModelCards and DataSheets. However, it is uncertain to what extent RE-relevant information can be extracted from these documents. This study first investigates the amount and nature of RE-relevant information in 20 publicly available ModelCards and DataSheets. We show that these documents contain a significant amount of potentially RE-relevant information. Next, we evaluate how effectively three established RE representations (EARS, Rupp's template, and Volere) can structure this knowledge into requirements. Our results demonstrate that there is a pathway to transform ML-specific knowledge into structured requirements, incorporating ML documentation in software engineering processes for ML systems.",cs.SE,2025-11-19 10:59:28+00:00,software engineering process machine learning mlenabled system integrating verifying ml component major challenge prerequisite specification ml component requirement including model data area traditional requirement engineering process face new obstacle underexplored source rerelevant information context ml documentation modelcards datasheets however uncertain extent rerelevant information extracted document study first investigates amount nature rerelevant information 20 publicly available modelcards datasheets show document contain significant amount potentially rerelevant information next evaluate effectively three established representation ear rupps template volere structure knowledge requirement result demonstrate pathway transform mlspecific knowledge structured requirement incorporating ml documentation software engineering process ml system,5,"tokenisation, tokenisers"
